geocode,slug_tentado,http_status,slug_final
1100015,ALTA_FLORESTA_DOESTE,200,ALTA_FLORESTA_DOESTE
1100023,ARIQUEMES,200,ARIQUEMES
1100031,CABIXI,200,CABIXI
1100049,CACOAL,200,CACOAL
1100056,CEREJEIRAS,200,CEREJEIRAS
1100064,COLORADO_DO_OESTE,200,COLORADO_DO_OESTE
1100072,CORUMBIARA,200,CORUMBIARA
1100080,COSTA_MARQUES,200,COSTA_MARQUES
1100098,ESPIGAO_DOESTE,200,ESPIGAO_DOESTE
1100106,GUAJARA_MIRIM,200,GUAJARA_MIRIM
1100114,JARU,200,JARU
1100122,JI_PARANA,200,JI_PARANA
1100130,MACHADINHO_DOESTE,200,MACHADINHO_DOESTE
1100148,NOVA_BRASILANDIA_DOESTE,200,NOVA_BRASILANDIA_DOESTE
1100155,OURO_PRETO_DO_OESTE,200,OURO_PRETO_DO_OESTE
1100189,PIMENTA_BUENO,200,PIMENTA_BUENO
1100205,PORTO_VELHO,200,PORTO_VELHO
1100254,PRESIDENTE_MEDICI,200,PRESIDENTE_MEDICI
1100262,RIO_CRESPO,200,RIO_CRESPO
1100288,ROLIM_DE_MOURA,200,ROLIM_DE_MOURA
1100296,SANTA_LUZIA_DOESTE,200,SANTA_LUZIA_DOESTE
1100304,VILHENA,200,VILHENA
1100320,SAO_MIGUEL_DO_GUAPORE,200,SAO_MIGUEL_DO_GUAPORE
1100338,NOVA_MAMORE,200,NOVA_MAMORE
1100346,ALVORADA_DOESTE,200,ALVORADA_DOESTE
1100379,ALTO_ALEGRE_DOS_PARECIS,200,ALTO_ALEGRE_DOS_PARECIS
1100403,ALTO_PARAISO,200,ALTO_PARAISO
1100452,BURITIS,200,BURITIS
1100502,NOVO_HORIZONTE_DO_OESTE,200,NOVO_HORIZONTE_DO_OESTE
1100601,CACAULANDIA,200,CACAULANDIA
1100700,CAMPO_NOVO_DE_RONDONIA,200,CAMPO_NOVO_DE_RONDONIA
1100809,CANDEIAS_DO_JAMARI,200,CANDEIAS_DO_JAMARI
1100908,CASTANHEIRAS,200,CASTANHEIRAS
1100924,CHUPINGUAIA,200,CHUPINGUAIA
1100940,CUJUBIM,200,CUJUBIM
1101005,GOVERNADOR_JORGE_TEIXEIRA,200,GOVERNADOR_JORGE_TEIXEIRA
1101104,ITAPUA_DO_OESTE,200,ITAPUA_DO_OESTE
1101203,MINISTRO_ANDREAZZA,200,MINISTRO_ANDREAZZA
1101302,MIRANTE_DA_SERRA,200,MIRANTE_DA_SERRA
1101401,MONTE_NEGRO,200,MONTE_NEGRO
1101435,NOVA_UNIAO,200,NOVA_UNIAO
1101450,PARECIS,200,PARECIS
1101468,PIMENTEIRAS_DO_OESTE,200,PIMENTEIRAS_DO_OESTE
1101476,PRIMAVERA_DE_RONDONIA,200,PRIMAVERA_DE_RONDONIA
1101484,SAO_FELIPE_DOESTE,200,SAO_FELIPE_DOESTE
1101492,SAO_FRANCISCO_DO_GUAPORE,200,SAO_FRANCISCO_DO_GUAPORE
1101500,SERINGUEIRAS,200,SERINGUEIRAS
1101559,TEIXEIROPOLIS,200,TEIXEIROPOLIS
1101609,THEOBROMA,200,THEOBROMA
1101708,URUPA,200,URUPA
1101757,VALE_DO_ANARI,200,VALE_DO_ANARI
1101807,VALE_DO_PARAISO,200,VALE_DO_PARAISO
1200013,ACRELANDIA,200,ACRELANDIA
1200054,ASSIS_BRASIL,200,ASSIS_BRASIL
1200104,BRASILEIA,200,BRASILEIA
1200138,BUJARI,200,BUJARI
1200179,CAPIXABA,200,CAPIXABA
1200203,CRUZEIRO_DO_SUL,200,CRUZEIRO_DO_SUL
1200252,EPITACIOLANDIA,200,EPITACIOLANDIA
1200302,FEIJO,200,FEIJO
1200328,JORDAO,200,JORDAO
1200336,MANCIO_LIMA,200,MANCIO_LIMA
1200344,MANOEL_URBANO,200,MANOEL_URBANO
1200351,MARECHAL_THAUMATURGO,200,MARECHAL_THAUMATURGO
1200385,PLACIDO_DE_CASTRO,200,PLACIDO_DE_CASTRO
1200393,PORTO_WALTER,200,PORTO_WALTER
1200401,RIO_BRANCO,200,RIO_BRANCO
1200427,RODRIGUES_ALVES,200,RODRIGUES_ALVES
1200435,SANTA_ROSA_DO_PURUS,200,SANTA_ROSA_DO_PURUS
1200450,SENADOR_GUIOMARD,200,SENADOR_GUIOMARD
1200500,SENA_MADUREIRA,200,SENA_MADUREIRA
1200609,TARAUACA,200,TARAUACA
1200708,XAPURI,200,XAPURI
1200807,PORTO_ACRE,200,PORTO_ACRE
1300029,ALVARAES,200,ALVARAES
1300060,AMATURA,200,AMATURA
1300086,ANAMA,200,ANAMA
1300102,ANORI,200,ANORI
1300144,APUI,200,APUI
1300201,ATALAIA_DO_NORTE,200,ATALAIA_DO_NORTE
1300300,AUTAZES,200,AUTAZES
1300409,BARCELOS,200,BARCELOS
1300508,BARREIRINHA,200,BARREIRINHA
1300607,BENJAMIN_CONSTANT,200,BENJAMIN_CONSTANT
1300631,BERURI,200,BERURI
1300680,BOA_VISTA_DO_RAMOS,200,BOA_VISTA_DO_RAMOS
1300706,BOCA_DO_ACRE,200,BOCA_DO_ACRE
1300805,BORBA,200,BORBA
1300839,CAAPIRANGA,200,CAAPIRANGA
1300904,CANUTAMA,200,CANUTAMA
1301001,CARAUARI,200,CARAUARI
1301100,CAREIRO,200,CAREIRO
1301159,CAREIRO_DA_VARZEA,200,CAREIRO_DA_VARZEA
1301308,CODAJAS,200,CODAJAS
1301407,EIRUNEPE,200,EIRUNEPE
1301506,ENVIRA,200,ENVIRA
1301605,FONTE_BOA,200,FONTE_BOA
1301654,GUAJARA,200,GUAJARA
1301704,HUMAITA,200,HUMAITA
1301803,IPIXUNA,200,IPIXUNA
1301852,IRANDUBA,200,IRANDUBA
1301902,ITACOATIARA,200,ITACOATIARA
1301951,ITAMARATI,200,ITAMARATI
1302009,ITAPIRANGA,200,ITAPIRANGA
1302207,JURUA,200,JURUA
1302306,JUTAI,200,JUTAI
1302504,MANACAPURU,200,MANACAPURU
1302553,MANAQUIRI,200,MANAQUIRI
1302603,MANAUS,200,MANAUS
1302801,MARAA,200,MARAA
1302900,MAUES,200,MAUES
1303007,NHAMUNDA,200,NHAMUNDA
1303106,NOVA_OLINDA_DO_NORTE,200,NOVA_OLINDA_DO_NORTE
1303205,NOVO_AIRAO,200,NOVO_AIRAO
1303304,NOVO_ARIPUANA,200,NOVO_ARIPUANA
1303403,PARINTINS,200,PARINTINS
1303502,PAUINI,200,PAUINI
1303536,PRESIDENTE_FIGUEIREDO,200,PRESIDENTE_FIGUEIREDO
1303569,RIO_PRETO_DA_EVA,200,RIO_PRETO_DA_EVA
1303601,SANTA_ISABEL_DO_RIO_NEGRO,200,SANTA_ISABEL_DO_RIO_NEGRO
1303700,SANTO_ANTONIO_DO_ICA,200,SANTO_ANTONIO_DO_ICA
1303809,SAO_GABRIEL_DA_CACHOEIRA,200,SAO_GABRIEL_DA_CACHOEIRA
1303908,SAO_PAULO_DE_OLIVENCA,200,SAO_PAULO_DE_OLIVENCA
1303957,SAO_SEBASTIAO_DO_UATUMA,200,SAO_SEBASTIAO_DO_UATUMA
1304005,SILVES,200,SILVES
1304062,TABATINGA,200,TABATINGA
1304104,TAPAUA,200,TAPAUA
1304203,TEFE,200,TEFE
1304237,TONANTINS,200,TONANTINS
1304260,UARINI,200,UARINI
1304302,URUCARA,200,URUCARA
1304401,URUCURITUBA,200,URUCURITUBA
1400027,AMAJARI,200,AMAJARI
1400050,ALTO_ALEGRE,200,ALTO_ALEGRE
1400100,BOA_VISTA,200,BOA_VISTA
1400159,BONFIM,200,BONFIM
1400175,CANTA,200,CANTA
1400209,CARACARAI,200,CARACARAI
1400233,CAROEBE,200,CAROEBE
1400282,IRACEMA,200,IRACEMA
1400308,MUCAJAI,200,MUCAJAI
1400407,NORMANDIA,200,NORMANDIA
1400456,PACARAIMA,200,PACARAIMA
1400472,RORAINOPOLIS,200,RORAINOPOLIS
1400506,SAO_JOAO_DA_BALIZA,200,SAO_JOAO_DA_BALIZA
1400605,SAO_LUIZ,200,SAO_LUIZ
1400704,UIRAMUTA,200,UIRAMUTA
1500107,ABAETETUBA,200,ABAETETUBA
1500131,ABEL_FIGUEIREDO,200,ABEL_FIGUEIREDO
1500206,ACARA,200,ACARA
1500305,AFUA,200,AFUA
1500347,AGUA_AZUL_DO_NORTE,200,AGUA_AZUL_DO_NORTE
1500404,ALENQUER,200,ALENQUER
1500503,ALMEIRIM,200,ALMEIRIM
1500602,ALTAMIRA,200,ALTAMIRA
1500701,ANAJAS,200,ANAJAS
1500800,ANANINDEUA,200,ANANINDEUA
1500859,ANAPU,200,ANAPU
1500909,AUGUSTO_CORREA,200,AUGUSTO_CORREA
1500958,AURORA_DO_PARA,200,AURORA_DO_PARA
1501006,AVEIRO,200,AVEIRO
1501105,BAGRE,200,BAGRE
1501204,BAIAO,200,BAIAO
1501253,BANNACH,200,BANNACH
1501303,BARCARENA,200,BARCARENA
1501402,BELEM,200,BELEM
1501451,BELTERRA,200,BELTERRA
1501501,BENEVIDES,200,BENEVIDES
1501576,BOM_JESUS_DO_TOCANTINS,200,BOM_JESUS_DO_TOCANTINS
1501600,BONITO,200,BONITO
1501709,BRAGANCA,200,BRAGANCA
1501725,BRASIL_NOVO,200,BRASIL_NOVO
1501758,BREJO_GRANDE_DO_ARAGUAIA,200,BREJO_GRANDE_DO_ARAGUAIA
1501782,BREU_BRANCO,200,BREU_BRANCO
1501808,BREVES,200,BREVES
1501907,BUJARU,200,BUJARU
1501956,CACHOEIRA_DO_PIRIA,200,CACHOEIRA_DO_PIRIA
1502004,CACHOEIRA_DO_ARARI,200,CACHOEIRA_DO_ARARI
1502103,CAMETA,200,CAMETA
1502152,CANAA_DOS_CARAJAS,200,CANAA_DOS_CARAJAS
1502202,CAPANEMA,200,CAPANEMA
1502301,CAPITAO_POCO,200,CAPITAO_POCO
1502400,CASTANHAL,200,CASTANHAL
1502509,CHAVES,200,CHAVES
1502608,COLARES,200,COLARES
1502707,CONCEICAO_DO_ARAGUAIA,200,CONCEICAO_DO_ARAGUAIA
1502756,CONCORDIA_DO_PARA,200,CONCORDIA_DO_PARA
1502764,CUMARU_DO_NORTE,200,CUMARU_DO_NORTE
1502772,CURIONOPOLIS,200,CURIONOPOLIS
1502806,CURRALINHO,200,CURRALINHO
1502855,CURUA,200,CURUA
1502905,CURUCA,200,CURUCA
1502939,DOM_ELISEU,200,DOM_ELISEU
1502954,ELDORADO_DO_CARAJAS,200,ELDORADO_DO_CARAJAS
1503002,FARO,200,FARO
1503044,FLORESTA_DO_ARAGUAIA,200,FLORESTA_DO_ARAGUAIA
1503077,GARRAFAO_DO_NORTE,200,GARRAFAO_DO_NORTE
1503093,GOIANESIA_DO_PARA,200,GOIANESIA_DO_PARA
1503101,GURUPA,200,GURUPA
1503200,IGARAPE_ACU,200,IGARAPE_ACU
1503309,IGARAPE_MIRI,200,IGARAPE_MIRI
1503408,INHANGAPI,200,INHANGAPI
1503457,IPIXUNA_DO_PARA,200,IPIXUNA_DO_PARA
1503507,IRITUIA,200,IRITUIA
1503606,ITAITUBA,200,ITAITUBA
1503705,ITUPIRANGA,200,ITUPIRANGA
1503754,JACAREACANGA,200,JACAREACANGA
1503804,JACUNDA,200,JACUNDA
1503903,JURUTI,200,JURUTI
1504000,LIMOEIRO_DO_AJURU,200,LIMOEIRO_DO_AJURU
1504059,MAE_DO_RIO,200,MAE_DO_RIO
1504109,MAGALHAES_BARATA,200,MAGALHAES_BARATA
1504208,MARABA,200,MARABA
1504307,MARACANA,200,MARACANA
1504406,MARAPANIM,200,MARAPANIM
1504422,MARITUBA,200,MARITUBA
1504455,MEDICILANDIA,200,MEDICILANDIA
1504505,MELGACO,200,MELGACO
1504604,MOCAJUBA,200,MOCAJUBA
1504703,MOJU,200,MOJU
1504752,MOJUI_DOS_CAMPOS,200,MOJUI_DOS_CAMPOS
1504802,MONTE_ALEGRE,200,MONTE_ALEGRE
1504901,MUANA,200,MUANA
1504950,NOVA_ESPERANCA_DO_PIRIA,200,NOVA_ESPERANCA_DO_PIRIA
1504976,NOVA_IPIXUNA,200,NOVA_IPIXUNA
1505007,NOVA_TIMBOTEUA,200,NOVA_TIMBOTEUA
1505031,NOVO_PROGRESSO,200,NOVO_PROGRESSO
1505064,NOVO_REPARTIMENTO,200,NOVO_REPARTIMENTO
1505106,OBIDOS,200,OBIDOS
1505205,OEIRAS_DO_PARA,200,OEIRAS_DO_PARA
1505304,ORIXIMINA,200,ORIXIMINA
1505403,OUREM,200,OUREM
1505437,OURILANDIA_DO_NORTE,200,OURILANDIA_DO_NORTE
1505486,PACAJA,200,PACAJA
1505494,PALESTINA_DO_PARA,200,PALESTINA_DO_PARA
1505502,PARAGOMINAS,200,PARAGOMINAS
1505536,PARAUAPEBAS,200,PARAUAPEBAS
1505551,PAU_DARCO,200,PAU_DARCO
1505601,PEIXE_BOI,200,PEIXE_BOI
1505635,PICARRA,200,PICARRA
1505650,PLACAS,200,PLACAS
1505700,PONTA_DE_PEDRAS,200,PONTA_DE_PEDRAS
1505809,PORTEL,200,PORTEL
1505908,PORTO_DE_MOZ,200,PORTO_DE_MOZ
1506005,PRAINHA,200,PRAINHA
1506104,PRIMAVERA,200,PRIMAVERA
1506112,QUATIPURU,200,QUATIPURU
1506138,REDENCAO,200,REDENCAO
1506161,RIO_MARIA,200,RIO_MARIA
1506187,RONDON_DO_PARA,200,RONDON_DO_PARA
1506195,RUROPOLIS,200,RUROPOLIS
1506203,SALINOPOLIS,200,SALINOPOLIS
1506302,SALVATERRA,200,SALVATERRA
1506351,SANTA_BARBARA_DO_PARA,200,SANTA_BARBARA_DO_PARA
1506401,SANTA_CRUZ_DO_ARARI,200,SANTA_CRUZ_DO_ARARI
1506500,SANTA_IZABEL_DO_PARA,200,SANTA_IZABEL_DO_PARA
1506559,SANTA_LUZIA_DO_PARA,200,SANTA_LUZIA_DO_PARA
1506583,SANTA_MARIA_DAS_BARREIRAS,200,SANTA_MARIA_DAS_BARREIRAS
1506609,SANTA_MARIA_DO_PARA,200,SANTA_MARIA_DO_PARA
1506708,SANTANA_DO_ARAGUAIA,200,SANTANA_DO_ARAGUAIA
1506807,SANTAREM,200,SANTAREM
1506906,SANTAREM_NOVO,200,SANTAREM_NOVO
1507003,SANTO_ANTONIO_DO_TAUA,200,SANTO_ANTONIO_DO_TAUA
1507102,SAO_CAETANO_DE_ODIVELAS,200,SAO_CAETANO_DE_ODIVELAS
1507151,SAO_DOMINGOS_DO_ARAGUAIA,200,SAO_DOMINGOS_DO_ARAGUAIA
1507201,SAO_DOMINGOS_DO_CAPIM,200,SAO_DOMINGOS_DO_CAPIM
1507300,SAO_FELIX_DO_XINGU,200,SAO_FELIX_DO_XINGU
1507409,SAO_FRANCISCO_DO_PARA,200,SAO_FRANCISCO_DO_PARA
1507458,SAO_GERALDO_DO_ARAGUAIA,200,SAO_GERALDO_DO_ARAGUAIA
1507466,SAO_JOAO_DA_PONTA,200,SAO_JOAO_DA_PONTA
1507474,SAO_JOAO_DE_PIRABAS,200,SAO_JOAO_DE_PIRABAS
1507508,SAO_JOAO_DO_ARAGUAIA,200,SAO_JOAO_DO_ARAGUAIA
1507607,SAO_MIGUEL_DO_GUAMA,200,SAO_MIGUEL_DO_GUAMA
1507706,SAO_SEBASTIAO_DA_BOA_VISTA,200,SAO_SEBASTIAO_DA_BOA_VISTA
1507755,SAPUCAIA,200,SAPUCAIA
1507805,SENADOR_JOSE_PORFIRIO,200,SENADOR_JOSE_PORFIRIO
1507904,SOURE,200,SOURE
1507953,TAILANDIA,200,TAILANDIA
1507961,TERRA_ALTA,200,TERRA_ALTA
1507979,TERRA_SANTA,200,TERRA_SANTA
1508001,TOME_ACU,200,TOME_ACU
1508035,TRACUATEUA,200,TRACUATEUA
1508050,TRAIRAO,200,TRAIRAO
1508084,TUCUMA,200,TUCUMA
1508100,TUCURUI,200,TUCURUI
1508126,ULIANOPOLIS,200,ULIANOPOLIS
1508159,URUARA,200,URUARA
1508209,VIGIA,200,VIGIA
1508308,VISEU,200,VISEU
1508357,VITORIA_DO_XINGU,200,VITORIA_DO_XINGU
1508407,XINGUARA,200,XINGUARA
1600055,SERRA_DO_NAVIO,200,SERRA_DO_NAVIO
1600105,AMAPA,200,AMAPA
1600154,PEDRA_BRANCA_DO_AMAPARI,200,PEDRA_BRANCA_DO_AMAPARI
1600204,CALCOENE,200,CALCOENE
1600212,CUTIAS,200,CUTIAS
1600238,FERREIRA_GOMES,200,FERREIRA_GOMES
1600253,ITAUBAL,200,ITAUBAL
1600279,LARANJAL_DO_JARI,200,LARANJAL_DO_JARI
1600303,MACAPA,200,MACAPA
1600402,MAZAGAO,200,MAZAGAO
1600501,OIAPOQUE,200,OIAPOQUE
1600535,PORTO_GRANDE,200,PORTO_GRANDE
1600550,PRACUUBA,200,PRACUUBA
1600600,SANTANA,200,SANTANA
1600709,TARTARUGALZINHO,200,TARTARUGALZINHO
1600808,VITORIA_DO_JARI,200,VITORIA_DO_JARI
1700251,ABREULANDIA,200,ABREULANDIA
1700301,AGUIARNOPOLIS,200,AGUIARNOPOLIS
1700350,ALIANCA_DO_TOCANTINS,200,ALIANCA_DO_TOCANTINS
1700400,ALMAS,200,ALMAS
1700707,ALVORADA,200,ALVORADA
1701002,ANANAS,200,ANANAS
1701051,ANGICO,200,ANGICO
1701101,APARECIDA_DO_RIO_NEGRO,200,APARECIDA_DO_RIO_NEGRO
1701309,ARAGOMINAS,200,ARAGOMINAS
1701903,ARAGUACEMA,200,ARAGUACEMA
1702000,ARAGUACU,200,ARAGUACU
1702109,ARAGUAINA,200,ARAGUAINA
1702158,ARAGUANA,200,ARAGUANA
1702208,ARAGUATINS,200,ARAGUATINS
1702307,ARAPOEMA,200,ARAPOEMA
1702406,ARRAIAS,200,ARRAIAS
1702554,AUGUSTINOPOLIS,200,AUGUSTINOPOLIS
1702703,AURORA_DO_TOCANTINS,200,AURORA_DO_TOCANTINS
1702901,AXIXA_DO_TOCANTINS,200,AXIXA_DO_TOCANTINS
1703008,BABACULANDIA,200,BABACULANDIA
1703057,BANDEIRANTES_DO_TOCANTINS,200,BANDEIRANTES_DO_TOCANTINS
1703073,BARRA_DO_OURO,200,BARRA_DO_OURO
1703107,BARROLANDIA,200,BARROLANDIA
1703206,BERNARDO_SAYAO,200,BERNARDO_SAYAO
1703305,BOM_JESUS_DO_TOCANTINS_2,200,BOM_JESUS_DO_TOCANTINS
1703602,BRASILANDIA_DO_TOCANTINS,200,BRASILANDIA_DO_TOCANTINS
1703701,BREJINHO_DE_NAZARE,200,BREJINHO_DE_NAZARE
1703800,BURITI_DO_TOCANTINS,200,BURITI_DO_TOCANTINS
1703826,CACHOEIRINHA,200,CACHOEIRINHA
1703842,CAMPOS_LINDOS,200,CAMPOS_LINDOS
1703867,CARIRI_DO_TOCANTINS,200,CARIRI_DO_TOCANTINS
1703883,CARMOLANDIA,200,CARMOLANDIA
1703891,CARRASCO_BONITO,200,CARRASCO_BONITO
1703909,CASEARA,200,CASEARA
1704105,CENTENARIO,200,CENTENARIO
1704600,CHAPADA_DE_AREIA,200,CHAPADA_DE_AREIA
1705102,CHAPADA_DA_NATIVIDADE,200,CHAPADA_DA_NATIVIDADE
1705508,COLINAS_DO_TOCANTINS,200,COLINAS_DO_TOCANTINS
1705557,COMBINADO,200,COMBINADO
1705607,CONCEICAO_DO_TOCANTINS,200,CONCEICAO_DO_TOCANTINS
1706001,COUTO_MAGALHAES,200,COUTO_MAGALHAES
1706100,CRISTALANDIA,200,CRISTALANDIA
1706258,CRIXAS_DO_TOCANTINS,200,CRIXAS_DO_TOCANTINS
1706506,DARCINOPOLIS,200,DARCINOPOLIS
1707009,DIANOPOLIS,200,DIANOPOLIS
1707108,DIVINOPOLIS_DO_TOCANTINS,200,DIVINOPOLIS_DO_TOCANTINS
1707207,DOIS_IRMAOS_DO_TOCANTINS,200,DOIS_IRMAOS_DO_TOCANTINS
1707306,DUERE,200,DUERE
1707405,ESPERANTINA,200,ESPERANTINA
1707553,FATIMA,200,FATIMA
1707652,FIGUEIROPOLIS,200,FIGUEIROPOLIS
1707702,FILADELFIA,200,FILADELFIA
1708205,FORMOSO_DO_ARAGUAIA,200,FORMOSO_DO_ARAGUAIA
1708254,FORTALEZA_DO_TABOCAO,200,FORTALEZA_DO_TABOCAO
1708304,GOIANORTE,200,GOIANORTE
1709005,GOIATINS,200,GOIATINS
1709302,GUARAI,200,GUARAI
1709500,GURUPI,200,GURUPI
1709807,IPUEIRAS,200,IPUEIRAS
1710508,ITACAJA,200,ITACAJA
1710706,ITAGUATINS,200,ITAGUATINS
1710904,ITAPIRATINS,200,ITAPIRATINS
1711100,ITAPORA_DO_TOCANTINS,200,ITAPORA_DO_TOCANTINS
1711506,JAU_DO_TOCANTINS,200,JAU_DO_TOCANTINS
1711803,JUARINA,200,JUARINA
1711902,LAGOA_DA_CONFUSAO,200,LAGOA_DA_CONFUSAO
1711951,LAGOA_DO_TOCANTINS,200,LAGOA_DO_TOCANTINS
1712009,LAJEADO,200,LAJEADO
1712157,LAVANDEIRA,200,LAVANDEIRA
1712405,LIZARDA,200,LIZARDA
1712454,LUZINOPOLIS,200,LUZINOPOLIS
1712504,MARIANOPOLIS_DO_TOCANTINS,200,MARIANOPOLIS_DO_TOCANTINS
1712702,MATEIROS,200,MATEIROS
1712801,MAURILANDIA_DO_TOCANTINS,200,MAURILANDIA_DO_TOCANTINS
1713205,MIRACEMA_DO_TOCANTINS,200,MIRACEMA_DO_TOCANTINS
1713304,MIRANORTE,200,MIRANORTE
1713601,MONTE_DO_CARMO,200,MONTE_DO_CARMO
1713700,MONTE_SANTO_DO_TOCANTINS,200,MONTE_SANTO_DO_TOCANTINS
1713809,PALMEIRAS_DO_TOCANTINS,200,PALMEIRAS_DO_TOCANTINS
1713957,MURICILANDIA,200,MURICILANDIA
1714203,NATIVIDADE,200,NATIVIDADE
1714302,NAZARE,200,NAZARE
1714880,NOVA_OLINDA,200,NOVA_OLINDA
1715002,NOVA_ROSALANDIA,200,NOVA_ROSALANDIA
1715101,NOVO_ACORDO,200,NOVO_ACORDO
1715150,NOVO_ALEGRE,200,NOVO_ALEGRE
1715259,NOVO_JARDIM,200,NOVO_JARDIM
1715507,OLIVEIRA_DE_FATIMA,200,OLIVEIRA_DE_FATIMA
1715705,PALMEIRANTE,200,PALMEIRANTE
1715754,PALMEIROPOLIS,200,PALMEIROPOLIS
1716109,PARAISO_DO_TOCANTINS,200,PARAISO_DO_TOCANTINS
1716208,PARANA,200,PARANA
1716307,PAU_DARCO_2,200,PAU_DARCO
1716505,PEDRO_AFONSO,200,PEDRO_AFONSO
1716604,PEIXE,200,PEIXE
1716653,PEQUIZEIRO,200,PEQUIZEIRO
1716703,COLMEIA,200,COLMEIA
1717008,PINDORAMA_DO_TOCANTINS,200,PINDORAMA_DO_TOCANTINS
1717206,PIRAQUE,200,PIRAQUE
1717503,PIUM,200,PIUM
1717800,PONTE_ALTA_DO_BOM_JESUS,200,PONTE_ALTA_DO_BOM_JESUS
1717909,PONTE_ALTA_DO_TOCANTINS,200,PONTE_ALTA_DO_TOCANTINS
1718006,PORTO_ALEGRE_DO_TOCANTINS,200,PORTO_ALEGRE_DO_TOCANTINS
1718204,PORTO_NACIONAL,200,PORTO_NACIONAL
1718303,PRAIA_NORTE,200,PRAIA_NORTE
1718402,PRESIDENTE_KENNEDY,200,PRESIDENTE_KENNEDY
1718451,PUGMIL,200,PUGMIL
1718501,RECURSOLANDIA,200,RECURSOLANDIA
1718550,RIACHINHO,200,RIACHINHO
1718659,RIO_DA_CONCEICAO,200,RIO_DA_CONCEICAO
1718709,RIO_DOS_BOIS,200,RIO_DOS_BOIS
1718758,RIO_SONO,200,RIO_SONO
1718808,SAMPAIO,200,SAMPAIO
1718840,SANDOLANDIA,200,SANDOLANDIA
1718865,SANTA_FE_DO_ARAGUAIA,200,SANTA_FE_DO_ARAGUAIA
1718881,SANTA_MARIA_DO_TOCANTINS,200,SANTA_MARIA_DO_TOCANTINS
1718899,SANTA_RITA_DO_TOCANTINS,200,SANTA_RITA_DO_TOCANTINS
1718907,SANTA_ROSA_DO_TOCANTINS,200,SANTA_ROSA_DO_TOCANTINS
1719004,SANTA_TEREZA_DO_TOCANTINS,200,SANTA_TEREZA_DO_TOCANTINS
1720002,SANTA_TEREZINHA_DO_TOCANTINS,200,SANTA_TEREZINHA_DO_TOCANTINS
1720101,SAO_BENTO_DO_TOCANTINS,200,SAO_BENTO_DO_TOCANTINS
1720150,SAO_FELIX_DO_TOCANTINS,200,SAO_FELIX_DO_TOCANTINS
1720200,SAO_MIGUEL_DO_TOCANTINS,200,SAO_MIGUEL_DO_TOCANTINS
1720259,SAO_SALVADOR_DO_TOCANTINS,200,SAO_SALVADOR_DO_TOCANTINS
1720309,SAO_SEBASTIAO_DO_TOCANTINS,200,SAO_SEBASTIAO_DO_TOCANTINS
1720499,SAO_VALERIO,200,SAO_VALERIO
1720655,SILVANOPOLIS,200,SILVANOPOLIS
1720804,SITIO_NOVO_DO_TOCANTINS,200,SITIO_NOVO_DO_TOCANTINS
1720853,SUCUPIRA,200,SUCUPIRA
1720903,TAGUATINGA,200,TAGUATINGA
1720937,TAIPAS_DO_TOCANTINS,200,TAIPAS_DO_TOCANTINS
1720978,TALISMA,200,TALISMA
1721000,PALMAS,200,PALMAS
1721109,TOCANTINIA,200,TOCANTINIA
1721208,TOCANTINOPOLIS,200,TOCANTINOPOLIS
1721257,TUPIRAMA,200,TUPIRAMA
1721307,TUPIRATINS,200,TUPIRATINS
1722081,WANDERLANDIA,200,WANDERLANDIA
1722107,XAMBIOA,200,XAMBIOA
2100055,ACAILANDIA,200,ACAILANDIA
2100105,AFONSO_CUNHA,200,AFONSO_CUNHA
2100154,AGUA_DOCE_DO_MARANHAO,200,AGUA_DOCE_DO_MARANHAO
2100204,ALCANTARA,200,ALCANTARA
2100303,ALDEIAS_ALTAS,200,ALDEIAS_ALTAS
2100402,ALTAMIRA_DO_MARANHAO,200,ALTAMIRA_DO_MARANHAO
2100436,ALTO_ALEGRE_DO_MARANHAO,200,ALTO_ALEGRE_DO_MARANHAO
2100477,ALTO_ALEGRE_DO_PINDARE,200,ALTO_ALEGRE_DO_PINDARE
2100501,ALTO_PARNAIBA,200,ALTO_PARNAIBA
2100550,AMAPA_DO_MARANHAO,200,AMAPA_DO_MARANHAO
2100600,AMARANTE_DO_MARANHAO,200,AMARANTE_DO_MARANHAO
2100709,ANAJATUBA,200,ANAJATUBA
2100808,ANAPURUS,200,ANAPURUS
2100832,APICUM_ACU,200,APICUM_ACU
2100873,ARAGUANA_2,200,ARAGUANA
2100907,ARAIOSES,200,ARAIOSES
2100956,ARAME,200,ARAME
2101004,ARARI,200,ARARI
2101103,AXIXA,200,AXIXA
2101202,BACABAL,200,BACABAL
2101251,BACABEIRA,200,BACABEIRA
2101301,BACURI,200,BACURI
2101350,BACURITUBA,200,BACURITUBA
2101400,BALSAS,200,BALSAS
2101509,BARAO_DE_GRAJAU,200,BARAO_DE_GRAJAU
2101608,BARRA_DO_CORDA,200,BARRA_DO_CORDA
2101707,BARREIRINHAS,200,BARREIRINHAS
2101731,BELAGUA,200,BELAGUA
2101772,BELA_VISTA_DO_MARANHAO,200,BELA_VISTA_DO_MARANHAO
2101806,BENEDITO_LEITE,200,BENEDITO_LEITE
2101905,BEQUIMAO,200,BEQUIMAO
2101939,BERNARDO_DO_MEARIM,200,BERNARDO_DO_MEARIM
2101970,BOA_VISTA_DO_GURUPI,200,BOA_VISTA_DO_GURUPI
2102002,BOM_JARDIM,200,BOM_JARDIM
